Trial 0: RMSE=0.8446113954697837, Params={'max_depth': 5, 'learning_rate': 0.045121551610593835, 'n_estimators': 949, 'min_child_weight': 3, 'subsample': 0.6061486746153933, 'colsample_bytree': 0.5830585034029443, 'reg_alpha': 0.22089331260987755, 'reg_lambda': 0.6290242393253236, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 64: RMSE=0.6028479244851086, Params={'max_depth': 17, 'learning_rate': 0.15232415945518368, 'n_estimators': 175, 'min_child_weight': 1, 'subsample': 0.6220852229640879, 'colsample_bytree': 0.6406025628357814, 'reg_alpha': 0.7599257085299154, 'reg_lambda': 0.6808782258525116, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 65: RMSE=16.839043993948238, Params={'max_depth': 17, 'learning_rate': 0.14859681806418235, 'n_estimators': 174, 'min_child_weight': 10, 'subsample': 0.6215754597569583, 'colsample_bytree': 0.6416530774523425, 'reg_alpha': 0.8620307153221888, 'reg_lambda': 0.5557770347676242, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 66: RMSE=0.7459193423890033, Params={'max_depth': 16, 'learning_rate': 0.13491479967352943, 'n_estimators': 114, 'min_child_weight': 5, 'subsample': 0.6417198305773861, 'colsample_bytree': 0.6027715965829306, 'reg_alpha': 0.9233840811105847, 'reg_lambda': 0.7490683756490129, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 67: RMSE=0.8368659639800459, Params={'max_depth': 3, 'learning_rate': 0.12261841869860192, 'n_estimators': 152, 'min_child_weight': 2, 'subsample': 0.6812279492011368, 'colsample_bytree': 0.6552929225308758, 'reg_alpha': 0.6389997321420892, 'reg_lambda': 0.6594646675234528, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 68: RMSE=0.8505692346178071, Params={'max_depth': 5, 'learning_rate': 0.15931043417371635, 'n_estimators': 200, 'min_child_weight': 8, 'subsample': 0.5844581167558451, 'colsample_bytree': 0.5669979477017231, 'reg_alpha': 0.8209691660585534, 'reg_lambda': 0.8511645123698618, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 69: RMSE=0.8397425101709061, Params={'max_depth': 11, 'learning_rate': 0.09618723722472182, 'n_estimators': 613, 'min_child_weight': 1, 'subsample': 0.5326833633287578, 'colsample_bytree': 0.6212301361749452, 'reg_alpha': 0.9037270713938449, 'reg_lambda': 0.5158004394974922, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 70: RMSE=0.7458334788025534, Params={'max_depth': 17, 'learning_rate': 0.1314012790308106, 'n_estimators': 294, 'min_child_weight': 6, 'subsample': 0.7066498463083452, 'colsample_bytree': 0.9080255171117072, 'reg_alpha': 0.46760587031284606, 'reg_lambda': 0.6105644189148991, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 71: RMSE=0.8080751644719051, Params={'max_depth': 20, 'learning_rate': 0.2958864428329097, 'n_estimators': 232, 'min_child_weight': 1, 'subsample': 0.612303614954153, 'colsample_bytree': 0.7112454854738303, 'reg_alpha': 0.7592151406793668, 'reg_lambda': 0.7151883638590621, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 72: RMSE=0.6508246970759799, Params={'max_depth': 18, 'learning_rate': 0.10951817612872003, 'n_estimators': 168, 'min_child_weight': 1, 'subsample': 0.6003497250969697, 'colsample_bytree': 0.6694598785634504, 'reg_alpha': 0.9651043691188004, 'reg_lambda': 0.5820489363932037, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 73: RMSE=0.7582750661999311, Params={'max_depth': 18, 'learning_rate': 0.10823160127404322, 'n_estimators': 101, 'min_child_weight': 1, 'subsample': 0.5585501380821553, 'colsample_bytree': 0.6679120949091136, 'reg_alpha': 0.9551633180345539, 'reg_lambda': 0.5834532187944668, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 74: RMSE=6.824835446127935, Params={'max_depth': 16, 'learning_rate': 0.05905185539441249, 'n_estimators': 165, 'min_child_weight': 2, 'subsample': 0.8833157425208271, 'colsample_bytree': 0.7447649409710145, 'reg_alpha': 0.9675996268216593, 'reg_lambda': 0.7924975237430714, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 75: RMSE=0.7524721742029475, Params={'max_depth': 19, 'learning_rate': 0.12264566620218129, 'n_estimators': 261, 'min_child_weight': 3, 'subsample': 0.5965602772532341, 'colsample_bytree': 0.6392823141880285, 'reg_alpha': 0.5699356412176694, 'reg_lambda': 0.5236044124129676, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 76: RMSE=0.9133554013266784, Params={'max_depth': 15, 'learning_rate': 0.08620402664263199, 'n_estimators': 196, 'min_child_weight': 1, 'subsample': 0.5742151314605025, 'colsample_bytree': 0.8553912977317649, 'reg_alpha': 0.8570911386986015, 'reg_lambda': 0.5714697155226104, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 77: RMSE=17.735898020111723, Params={'max_depth': 18, 'learning_rate': 0.14259015128479507, 'n_estimators': 134, 'min_child_weight': 9, 'subsample': 0.6310208444502422, 'colsample_bytree': 0.6655563890101643, 'reg_alpha': 0.9067831957497563, 'reg_lambda': 0.7366619705665188, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 78: RMSE=0.7880182579718383, Params={'max_depth': 17, 'learning_rate': 0.11628524424304572, 'n_estimators': 979, 'min_child_weight': 4, 'subsample': 0.6616178642415587, 'colsample_bytree': 0.59668709394964, 'reg_alpha': 0.9425804573637696, 'reg_lambda': 0.4627797508809266, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 79: RMSE=0.6377567675528465, Params={'max_depth': 19, 'learning_rate': 0.08057241899864957, 'n_estimators': 528, 'min_child_weight': 1, 'subsample': 0.6198823734803508, 'colsample_bytree': 0.6860505009675679, 'reg_alpha': 0.9722041709359315, 'reg_lambda': 0.6850228519154093, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 80: RMSE=0.6527420046481651, Params={'max_depth': 19, 'learning_rate': 0.0475994213173806, 'n_estimators': 423, 'min_child_weight': 2, 'subsample': 0.6509856612566581, 'colsample_bytree': 0.685917492404511, 'reg_alpha': 0.992466863249828, 'reg_lambda': 0.6690998655080693, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 81: RMSE=0.6614816088386648, Params={'max_depth': 19, 'learning_rate': 0.04110176314365884, 'n_estimators': 550, 'min_child_weight': 1, 'subsample': 0.6218107045659188, 'colsample_bytree': 0.6975860821806616, 'reg_alpha': 0.9900593905056916, 'reg_lambda': 0.680607962941975, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 82: RMSE=0.647538196173633, Params={'max_depth': 19, 'learning_rate': 0.030863465103852343, 'n_estimators': 481, 'min_child_weight': 1, 'subsample': 0.6474417736811277, 'colsample_bytree': 0.7204544668228623, 'reg_alpha': 0.9784100989149438, 'reg_lambda': 0.6755572566756466, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 83: RMSE=0.6770450038763774, Params={'max_depth': 19, 'learning_rate': 0.03311515864007251, 'n_estimators': 549, 'min_child_weight': 1, 'subsample': 0.6218388398815677, 'colsample_bytree': 0.7178466480744705, 'reg_alpha': 0.982791048485113, 'reg_lambda': 0.6698338815396448, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 84: RMSE=0.737093244673084, Params={'max_depth': 18, 'learning_rate': 0.01537812271446827, 'n_estimators': 486, 'min_child_weight': 2, 'subsample': 0.6435067744648955, 'colsample_bytree': 0.6989933101390879, 'reg_alpha': 0.9998345968974102, 'reg_lambda': 0.6246427124489035, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 85: RMSE=0.7009695851026965, Params={'max_depth': 19, 'learning_rate': 0.04870215315051394, 'n_estimators': 537, 'min_child_weight': 1, 'subsample': 0.6833046245914565, 'colsample_bytree': 0.7279065007072116, 'reg_alpha': 0.9716916623847297, 'reg_lambda': 0.6391641023007671, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 86: RMSE=0.6764903861994334, Params={'max_depth': 19, 'learning_rate': 0.036534203268504595, 'n_estimators': 578, 'min_child_weight': 1, 'subsample': 0.652023179105834, 'colsample_bytree': 0.6821316335634717, 'reg_alpha': 0.8918120935071437, 'reg_lambda': 0.6108240956902318, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 87: RMSE=0.6823111694663923, Params={'max_depth': 19, 'learning_rate': 0.04408646780911768, 'n_estimators': 493, 'min_child_weight': 1, 'subsample': 0.6208485253146208, 'colsample_bytree': 0.7353024959631301, 'reg_alpha': 0.948618203638067, 'reg_lambda': 0.5622368308757189, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 88: RMSE=0.7202528497567771, Params={'max_depth': 20, 'learning_rate': 0.018733103024968157, 'n_estimators': 418, 'min_child_weight': 2, 'subsample': 0.5990606989230046, 'colsample_bytree': 0.7578024111982018, 'reg_alpha': 0.9770995515544291, 'reg_lambda': 0.7042708226128518, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 89: RMSE=0.7314582015791584, Params={'max_depth': 18, 'learning_rate': 0.025211839436054234, 'n_estimators': 613, 'min_child_weight': 1, 'subsample': 0.739441680585289, 'colsample_bytree': 0.6876953792494424, 'reg_alpha': 0.9326167777315136, 'reg_lambda': 0.6621556826199552, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 90: RMSE=0.6761425365296242, Params={'max_depth': 18, 'learning_rate': 0.05321534676869896, 'n_estimators': 473, 'min_child_weight': 2, 'subsample': 0.5863027782320329, 'colsample_bytree': 0.707298161804628, 'reg_alpha': 0.8598826774657554, 'reg_lambda': 0.5015008302124129, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 91: RMSE=0.6978192579383238, Params={'max_depth': 18, 'learning_rate': 0.05138308506796685, 'n_estimators': 475, 'min_child_weight': 2, 'subsample': 0.5842992597082687, 'colsample_bytree': 0.7023789449350025, 'reg_alpha': 0.8685752818634606, 'reg_lambda': 0.3852708923044539, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 92: RMSE=0.7630306248745363, Params={'max_depth': 17, 'learning_rate': 0.0655083384685431, 'n_estimators': 440, 'min_child_weight': 1, 'subsample': 0.6291418369257634, 'colsample_bytree': 0.7116362012959455, 'reg_alpha': 0.8989875455945758, 'reg_lambda': 0.5036673783023917, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 93: RMSE=0.7114273737128723, Params={'max_depth': 19, 'learning_rate': 0.08074274608911455, 'n_estimators': 505, 'min_child_weight': 2, 'subsample': 0.668773317504758, 'colsample_bytree': 0.6474591293308557, 'reg_alpha': 0.8309507196754672, 'reg_lambda': 0.5393779268520754, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 94: RMSE=0.7183907289833049, Params={'max_depth': 18, 'learning_rate': 0.06653000829299414, 'n_estimators': 566, 'min_child_weight': 1, 'subsample': 0.6132210864193945, 'colsample_bytree': 0.7819471408969136, 'reg_alpha': 0.9496626631310081, 'reg_lambda': 0.6002408773060264, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 95: RMSE=0.7811326603989843, Params={'max_depth': 20, 'learning_rate': 0.0557102950026641, 'n_estimators': 529, 'min_child_weight': 2, 'subsample': 0.5532479445902385, 'colsample_bytree': 0.626468938530137, 'reg_alpha': 0.9730260621446696, 'reg_lambda': 0.47067612509045503, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 96: RMSE=0.7186291962894075, Params={'max_depth': 17, 'learning_rate': 0.04205203558730613, 'n_estimators': 396, 'min_child_weight': 1, 'subsample': 0.5784145131502909, 'colsample_bytree': 0.6709198668578424, 'reg_alpha': 0.7904393260956522, 'reg_lambda': 0.6789215873581467, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 97: RMSE=0.6832033199446784, Params={'max_depth': 19, 'learning_rate': 0.027149664326783063, 'n_estimators': 473, 'min_child_weight': 1, 'subsample': 0.5990783472694716, 'colsample_bytree': 0.6915652900705102, 'reg_alpha': 0.9988422743698968, 'reg_lambda': 0.445152397946099, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 98: RMSE=0.7322431022083032, Params={'max_depth': 20, 'learning_rate': 0.07165085656082064, 'n_estimators': 414, 'min_child_weight': 2, 'subsample': 0.6453877395267583, 'colsample_bytree': 0.6643558375264316, 'reg_alpha': 0.9151852349999425, 'reg_lambda': 0.6310338320406494, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 99: RMSE=0.7074977298323499, Params={'max_depth': 18, 'learning_rate': 0.0951412880448351, 'n_estimators': 607, 'min_child_weight': 3, 'subsample': 0.6569732631621065, 'colsample_bytree': 0.6336389522699151, 'reg_alpha': 0.8739225670405176, 'reg_lambda': 0.5415844332951357, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
