Trial 0: RMSE=0.9515564468187786, Params={'max_depth': 13, 'learning_rate': 0.12005968370057436, 'n_estimators': 728, 'min_child_weight': 6, 'subsample': 0.7834893964797197, 'colsample_bytree': 0.6658994912730001, 'reg_alpha': 0.5902664612973197, 'reg_lambda': 0.10143563906162922, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 64: RMSE=0.8243064556647877, Params={'max_depth': 7, 'learning_rate': 0.13323602105659374, 'n_estimators': 655, 'min_child_weight': 3, 'subsample': 0.9487236903322933, 'colsample_bytree': 0.8336245356475789, 'reg_alpha': 0.3469145020739191, 'reg_lambda': 0.8862353629075782, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 65: RMSE=0.8386470289069826, Params={'max_depth': 7, 'learning_rate': 0.1324980664817754, 'n_estimators': 612, 'min_child_weight': 3, 'subsample': 0.9556206289315436, 'colsample_bytree': 0.8355747203839045, 'reg_alpha': 0.35166159520821094, 'reg_lambda': 0.8503205877074026, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 66: RMSE=0.8752491874612748, Params={'max_depth': 7, 'learning_rate': 0.13131310443888847, 'n_estimators': 607, 'min_child_weight': 3, 'subsample': 0.9538275910581193, 'colsample_bytree': 0.85281340918599, 'reg_alpha': 0.3280425056780308, 'reg_lambda': 0.8842040468597392, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 67: RMSE=0.8714553390384993, Params={'max_depth': 5, 'learning_rate': 0.1114420764216996, 'n_estimators': 576, 'min_child_weight': 2, 'subsample': 0.9422072169231183, 'colsample_bytree': 0.8301575774249483, 'reg_alpha': 0.35795636755259536, 'reg_lambda': 0.8465319863500049, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 68: RMSE=0.8710947971198058, Params={'max_depth': 6, 'learning_rate': 0.09940787922333669, 'n_estimators': 656, 'min_child_weight': 3, 'subsample': 0.9778925976815791, 'colsample_bytree': 0.8076385762301427, 'reg_alpha': 0.4031312801344766, 'reg_lambda': 0.9252667691846675, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 69: RMSE=0.8860588010623077, Params={'max_depth': 7, 'learning_rate': 0.12516076663770392, 'n_estimators': 555, 'min_child_weight': 4, 'subsample': 0.9542459369901349, 'colsample_bytree': 0.875043000445912, 'reg_alpha': 0.2253381641677661, 'reg_lambda': 0.8481243044182074, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 70: RMSE=0.8419494010582144, Params={'max_depth': 3, 'learning_rate': 0.1371876213444534, 'n_estimators': 607, 'min_child_weight': 3, 'subsample': 0.9950036961207944, 'colsample_bytree': 0.7651601759288799, 'reg_alpha': 0.6881457127714896, 'reg_lambda': 0.9929266161446569, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 71: RMSE=0.8065615402916493, Params={'max_depth': 5, 'learning_rate': 0.1800714201453147, 'n_estimators': 641, 'min_child_weight': 3, 'subsample': 0.9627012860463964, 'colsample_bytree': 0.8402152975888421, 'reg_alpha': 0.2597038890017873, 'reg_lambda': 0.782282028176239, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 72: RMSE=0.8672777364525366, Params={'max_depth': 5, 'learning_rate': 0.17581951568093498, 'n_estimators': 707, 'min_child_weight': 3, 'subsample': 0.9639503415512479, 'colsample_bytree': 0.8559470995560635, 'reg_alpha': 0.27099231587316785, 'reg_lambda': 0.8083810481885036, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 73: RMSE=0.9135625951687643, Params={'max_depth': 4, 'learning_rate': 0.14621621707667437, 'n_estimators': 622, 'min_child_weight': 2, 'subsample': 0.9383147868557693, 'colsample_bytree': 0.8410950026861544, 'reg_alpha': 0.20982263009343635, 'reg_lambda': 0.9029248649460054, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 74: RMSE=0.8514813943670333, Params={'max_depth': 6, 'learning_rate': 0.16770329080128502, 'n_estimators': 744, 'min_child_weight': 4, 'subsample': 0.9070952296755433, 'colsample_bytree': 0.7930943607262564, 'reg_alpha': 0.14887932238423315, 'reg_lambda': 0.9446933920228268, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 75: RMSE=0.8721116789985857, Params={'max_depth': 4, 'learning_rate': 0.19220145622379756, 'n_estimators': 645, 'min_child_weight': 2, 'subsample': 0.8907952715315881, 'colsample_bytree': 0.817476334133629, 'reg_alpha': 0.30579904786189516, 'reg_lambda': 0.8414472448481547, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 76: RMSE=0.841028682969845, Params={'max_depth': 7, 'learning_rate': 0.18042619222864514, 'n_estimators': 684, 'min_child_weight': 3, 'subsample': 0.9829610245312717, 'colsample_bytree': 0.9068016649987329, 'reg_alpha': 0.3444193539846949, 'reg_lambda': 0.8723068718615634, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 77: RMSE=0.8182718417382515, Params={'max_depth': 5, 'learning_rate': 0.15600070826279924, 'n_estimators': 509, 'min_child_weight': 4, 'subsample': 0.9556400057742853, 'colsample_bytree': 0.8687542909300483, 'reg_alpha': 0.2623410615898546, 'reg_lambda': 0.775921847950788, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 78: RMSE=0.8834668742249666, Params={'max_depth': 5, 'learning_rate': 0.15792777378908235, 'n_estimators': 422, 'min_child_weight': 4, 'subsample': 0.9682255930743434, 'colsample_bytree': 0.9207152790208697, 'reg_alpha': 0.26029587334050075, 'reg_lambda': 0.7376076088687533, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 79: RMSE=0.8939129601931646, Params={'max_depth': 3, 'learning_rate': 0.20761656284457672, 'n_estimators': 452, 'min_child_weight': 4, 'subsample': 0.8764937478735205, 'colsample_bytree': 0.8646830916162938, 'reg_alpha': 0.18176372180647987, 'reg_lambda': 0.7769910624717363, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 80: RMSE=0.8917086643250062, Params={'max_depth': 5, 'learning_rate': 0.11686348012902115, 'n_estimators': 511, 'min_child_weight': 5, 'subsample': 0.9190290151228939, 'colsample_bytree': 0.8815593926018499, 'reg_alpha': 0.29536634434619263, 'reg_lambda': 0.6794586348446225, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 81: RMSE=0.8379736809754738, Params={'max_depth': 8, 'learning_rate': 0.13903667895197813, 'n_estimators': 597, 'min_child_weight': 3, 'subsample': 0.9489343586831772, 'colsample_bytree': 0.8455263515234849, 'reg_alpha': 0.3206113149201459, 'reg_lambda': 0.7842624986527447, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 82: RMSE=0.8493674191512244, Params={'max_depth': 9, 'learning_rate': 0.14584284987717788, 'n_estimators': 552, 'min_child_weight': 4, 'subsample': 0.9343369648588715, 'colsample_bytree': 0.8489689537699808, 'reg_alpha': 0.20161860556800837, 'reg_lambda': 0.7821504751602898, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 83: RMSE=0.8514908370558455, Params={'max_depth': 8, 'learning_rate': 0.16650460601174355, 'n_estimators': 496, 'min_child_weight': 3, 'subsample': 0.9512043362050882, 'colsample_bytree': 0.8960609841345074, 'reg_alpha': 0.25175990625996475, 'reg_lambda': 0.6515537899888839, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 84: RMSE=0.8409944823759485, Params={'max_depth': 4, 'learning_rate': 0.15492179285288385, 'n_estimators': 392, 'min_child_weight': 3, 'subsample': 0.9876891727534541, 'colsample_bytree': 0.8004128387308785, 'reg_alpha': 0.32236473568998375, 'reg_lambda': 0.7070574151452655, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 85: RMSE=0.8776874025958131, Params={'max_depth': 6, 'learning_rate': 0.1818238937583596, 'n_estimators': 583, 'min_child_weight': 7, 'subsample': 0.9650913462911601, 'colsample_bytree': 0.827029506725288, 'reg_alpha': 0.11702212966208875, 'reg_lambda': 0.44550626750118877, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 86: RMSE=0.8423488267787063, Params={'max_depth': 10, 'learning_rate': 0.13987613505707233, 'n_estimators': 822, 'min_child_weight': 4, 'subsample': 0.9277536758423881, 'colsample_bytree': 0.775619974002798, 'reg_alpha': 0.4008227429629392, 'reg_lambda': 0.4007001737728531, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 87: RMSE=0.8384736881031167, Params={'max_depth': 6, 'learning_rate': 0.17336713257178696, 'n_estimators': 340, 'min_child_weight': 2, 'subsample': 0.9978837857918282, 'colsample_bytree': 0.8679919887728872, 'reg_alpha': 0.23049775485490598, 'reg_lambda': 0.7218218992240049, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 88: RMSE=0.8732268644982675, Params={'max_depth': 3, 'learning_rate': 0.1252338552593848, 'n_estimators': 527, 'min_child_weight': 7, 'subsample': 0.8987374599310519, 'colsample_bytree': 0.7874995490975096, 'reg_alpha': 0.3766632473000471, 'reg_lambda': 0.8238558745540782, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 89: RMSE=0.8905531287480463, Params={'max_depth': 4, 'learning_rate': 0.16311357469542914, 'n_estimators': 667, 'min_child_weight': 5, 'subsample': 0.9447977602302213, 'colsample_bytree': 0.9412565798648342, 'reg_alpha': 0.15844024965141004, 'reg_lambda': 0.5301829333962192, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 90: RMSE=0.8457711497102496, Params={'max_depth': 8, 'learning_rate': 0.19790170329194184, 'n_estimators': 466, 'min_child_weight': 3, 'subsample': 0.9698031210199536, 'colsample_bytree': 0.8470977515496928, 'reg_alpha': 0.2815983299114695, 'reg_lambda': 0.7952650056300089, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 91: RMSE=0.8524562328228782, Params={'max_depth': 6, 'learning_rate': 0.1714048842423867, 'n_estimators': 351, 'min_child_weight': 2, 'subsample': 0.989598093064306, 'colsample_bytree': 0.8695397119465489, 'reg_alpha': 0.2409988394204713, 'reg_lambda': 0.7211229857135749, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 92: RMSE=0.8772987243460686, Params={'max_depth': 5, 'learning_rate': 0.1542206139662872, 'n_estimators': 248, 'min_child_weight': 1, 'subsample': 0.9970537053298046, 'colsample_bytree': 0.860313428075885, 'reg_alpha': 0.2290084392382421, 'reg_lambda': 0.7513764776948808, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 93: RMSE=0.8713117620798171, Params={'max_depth': 7, 'learning_rate': 0.17686000637641142, 'n_estimators': 285, 'min_child_weight': 2, 'subsample': 0.9750966298793131, 'colsample_bytree': 0.7341804076643265, 'reg_alpha': 0.42567288929650826, 'reg_lambda': 0.6001433419632319, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 94: RMSE=0.8792994827369943, Params={'max_depth': 6, 'learning_rate': 0.1482625769926792, 'n_estimators': 208, 'min_child_weight': 3, 'subsample': 0.9463276133504862, 'colsample_bytree': 0.7539228855603484, 'reg_alpha': 0.2928995560978533, 'reg_lambda': 0.8675955341832325, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 95: RMSE=0.8710339508647305, Params={'max_depth': 5, 'learning_rate': 0.18812272498497135, 'n_estimators': 855, 'min_child_weight': 4, 'subsample': 0.9337895377946572, 'colsample_bytree': 0.8152676047031313, 'reg_alpha': 0.31661656599579086, 'reg_lambda': 0.8980380008355271, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 96: RMSE=0.8599210481539509, Params={'max_depth': 4, 'learning_rate': 0.17145325257472296, 'n_estimators': 638, 'min_child_weight': 3, 'subsample': 0.9997202459032489, 'colsample_bytree': 0.8355168276290691, 'reg_alpha': 0.5086291051898345, 'reg_lambda': 0.48763588696793586, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 97: RMSE=0.9024145361562914, Params={'max_depth': 6, 'learning_rate': 0.13646385667584865, 'n_estimators': 560, 'min_child_weight': 7, 'subsample': 0.9151139660656417, 'colsample_bytree': 0.8694103589720196, 'reg_alpha': 0.19317598728777224, 'reg_lambda': 0.6906298904925535, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 98: RMSE=0.9199632291154928, Params={'max_depth': 19, 'learning_rate': 0.16125142348681334, 'n_estimators': 595, 'min_child_weight': 1, 'subsample': 0.9581162272529717, 'colsample_bytree': 0.8860644365495483, 'reg_alpha': 0.4650450384777339, 'reg_lambda': 0.3742959358044702, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
Trial 99: RMSE=0.9126476362438509, Params={'max_depth': 7, 'learning_rate': 0.1909289563413573, 'n_estimators': 714, 'min_child_weight': 8, 'subsample': 0.9714690470074542, 'colsample_bytree': 0.8991235307179646, 'reg_alpha': 0.16609935259464878, 'reg_lambda': 0.6305622834263745, 'objective': 'reg:squarederror', 'early_stopping_rounds': 50, 'max_bin': 1023, 'enable_categorical': True, 'eval_metric': 'rmse'}
